sentence,term,category,polarity
대규모 서비스를 개발 경험할 수 있고 좋은 개발진들이 많이 있다,경험,커리어,positive
계속되는 사업 확장으로 해야할 일들이 매우 많다 현재 공룡기업으로 회사에서 시키는 일이 많다.,일,업무,negative
업무를 자기주도적으로 하는 것이 가능했던 회사이다,업무,업무,positive
좋은 동료와 자율적인 문화 주변의 인정을 받을 수 있는 회사,문화,사내문화,positive
큰 단점은 아직 모르겠고 다만 네*버 같은 회사에 비하면 상대적으로 복지는 적음,복지,복지,negative
마이크로매니징 끝판왕 수직적 구조 업무 가로채기 등 돌아이들 많음,수직,사내문화,negative
도전적인 사업은 다 분사시켜서 하는 구조라 시니어의 경우 성장의 기회가 적음,성장,커리어,negative
"좋은 동료, 성장하기 좋은 분위기 개발자 문화가 잘 되어 있음",문화,사내문화,positive
직원 수준에 비해 보상이 부족하다 생각함,보상,급여,negative
팀마다 다르겠지만 속한 구성원들의 발전하고자 하는 의지가 높아 시너지가 발생함,발전,사내문화,positive
가끔씩 왜그러는지 모르겠는 경영진에서의 트롤 행태를 이해하기 어려움,경영진,사내문화,negative
자율출퇴근이 장점이며 좋은 동료들이 많다 비교적 자유로운 분위기,분위기,사내문화,positive
대기업이되어버린 문화와 스스로 성장해야하는 구조,성장,커리어,negative
어떤 팀이든 정보 접근 권한이 높아서 맘만 먹으면 스스로 성장하기 좋음,성장,커리어,positive
다른데를 다녀보질 않아서 크게 비교해보긴 어려운데 적당한 업무강도,업무,업무,positive
업무와 평가에 대한 체계가 없음,업무,업무,negative
업계 평균 대비 낮은 연봉과 인센티브,연봉,급여,negative
경영진과 그 패밀리의 스톡옵션 잔치로 오는 상대적 박탈감 수평 문화나 영어 이름으로 포장한 내로남불식 젊은 꼰대 조직 문화,꼰대,사내문화,negative
정치질 심한 조직으로 가면 성장 어렵고 이리저리 눈치보다 눈알 굴리는 스킬만 올라감,정치,사내문화,negative
정치질 심한 조직으로 가면 성장 어렵고 이리저리 눈치보다 눈알 굴리는 스킬만 올라감,성장,커리어,negative
보여주기식이라도 존재하는 수평문화,문화,사내문화,positive
부서마다 다르긴 하지만 대체로 워라밸이 지켜지는 회사 문화,워라밸,업무,positive
회사가 성장하는 만큼 보상이 함께 증가하지 않는다는 아쉬움,보상,급여,negative
조직바이 조직이지만 잘 지켜지는 워라벨 유연근무제로 시간의 자율도가 높다,워라밸,업무,positive
회사네임벨류에 비해 부족한 복지시설,복지,복지,negative
점점 수직적으로 변화는 문화 아무도 책임지려 하지 않는 태도,문화,사내문화,negative
수평적이고 유연한 문화,문화,사내문화,positive
"수평문화(팀바이팀이긴 하지만), 자유로운 분위기, 그래도 나름 워라밸..?",문화,사내문화,positive
연봉이 낮은 상태에서 입사하게 되는경우 매년 업무량대비 상대적 박탈감을 느낄 수 있음,연봉,급여,negative
"탑다운 업무가 많아져서 새로운 일을 할 수 있는 기회가 많지 않음, 보상은 그닥",업무,업무,negative
복지가 아쉽다 복지 포인트나 제휴 복지를 늘려주면 좋겠다,복지,복지,negative
정치판 고인물 투성임 패밀리들만 챙기는 문화가 최악,문화,사내문화,negative
자유로운 분위기와 친한 동료들 그리고 자유로운 분위기와 수평적인 문화,문화,사내문화,positive
가끔 주먹구구식 업무처리와 급하게 처리해야되는 업무 압박,업무,업무,negative
"좋은 사람들, 좋은 문화를 만들어가려는 곳",문화,사내문화,positive
"팀바팀 부바부로, 리더십없는 곳은 쥐도새도 모르게 기존 문화를 악용할 수 있음",문화,사내문화,negative
"시설, 근무환경은 좋다",근무환경,복지,positive
팀장에 따라 휴가 못 쓰고 재택근무 못 쓰고 초과근무 수당 못 받을 수 있음,휴가,복지,negative
글로벌 서비스 기획이 가능하다는 점이서 커리어 향상에는 도움됨 한번쯤 경험해볼만한 회사,커리어,커리어,positive
"경쟁력 없는 보상구조. 반복되는 퇴사 분위기, 다소 경직된 조직구조와 의사결정속도",보상구조,급여,negative
"경쟁력 없는 보상구조. 반복되는 퇴사 분위기, 다소 경직된 조직구조와 의사결정속도",경직,사내문화,negative
구성원을 생각한 재택제도 부바부이지만 좋은 팀원들이 많습니다,재택제도,업무,positive
구성원을 생각한 재택제도 부바부이지만 좋은 팀원들이 많습니다,팀원,사내문화,positive
시니어리티 부족 시니어들이 매니지먼트 업무로 바빠서 주니어도 혼자 공부해서 성장하는 느낌,업무,업무,negative
일거리가 많아 주도적으로 일을 해내기 좋다 내가 굉장히 중요한 일꾼이라는 자부심이 생긴다,일거리,커리어,positive
일이 많다. 대기업이지만 짧은 기간에 급성장하여 아직 개선할 부분들이 많고 체계적이지 않은 것도 있다,일,워라벨,negative
일이 많다. 대기업이지만 짧은 기간에 급성장하여 아직 개선할 부분들이 많고 체계적이지 않은 것도 있다,체계,업무,negative
구성원들에게 배울점이 정말 많습니다 자발적인 학습을 하게됩니다,구성원,사내문화,positive
개인주의성향이 없지는 않습니다 홀로서기 느낌도 있는,개인주의,사내문화,negative
"워킹앤밸런스가 많이 안좋다 야근이 많고, 주말출근도 가끔한다",야근,업무,negative
"적당한 워라벨, 적당한 급여, 좋은 동료, 아주 떨어지는 것이 없는게 장점",워라벨,업무,positive
"적당한 워라벨, 적당한 급여, 좋은 동료, 아주 떨어지는 것이 없는게 장점",급여,급여,positive
"적당한 워라벨, 적당한 급여, 좋은 동료, 아주 떨어지는 것이 없는게 장점",동료,사내문화,positive
지금은 풀재택이다보니 신입이라면 적응하기 힘들 수 있음,적응,사내문화,negative
복지랑 회사분위기는 나쁘지않아요 근데 팀바팀이 심해서,복지,복지,positive
경영진 전부 아무 생각이없음 제발 하나라도 옳은판단을 해주라,경영진,사내문화,negative
함께 배울 수 있는 분위기와 함께 그래도 꽤 큰 서비스 규모 덕에 커리어 성장에 도움이 되는 곳. 유한 사내 분위기도 좋다,커리어,커리어,positive
함께 배울 수 있는 분위기와 함께 그래도 꽤 큰 서비스 규모 덕에 커리어 성장에 도움이 되는 곳. 유한 사내 분위기도 좋다,분위기,사내문화,positive
의사결정에 필요한 프로세스가 많다고 느껴진다. 기존 재직자들이라면 보수가 썩 만족스럽지는 않을듯,프로세스,업무,negative
의사결정에 필요한 프로세스가 많다고 느껴진다. 기존 재직자들이라면 보수가 썩 만족스럽지는 않을듯,보수,급여,negative
코로나 이후에도 이어지는 재택근무,재택근무,업무,positive
부바부 팀바팀이지만 자유로운 출퇴근,출퇴근,업무,positive
눈치 안보고 휴가 사용 가능,휴가,복지,positive
다른 나라 사람들과 같이 일 하는 경우가 많아 커뮤니케이션이 답답함,커뮤니케이션,사내문화,negative
속 터지는 프로세스,프로세스,업무,negative
"워라벨이 좋고, 사내에서 다른 분야로 전배할 기회가 제공",워라벨,업무,positive
네임 밸류에 비해 보상이 높지는 않은 것 같다,보상,급여,negative
또한 의사결정이 느릴 때가 있음,의사결정,업무,negative
사람들도 좋고 복지도 좋았습니다,사람,사내문화,positive
사람들도 좋고 복지도 좋았습니다,복지,복지,positive
자유로운 분위기로 신경도 많이써주고 전반적으로 평온한 분위기 입니다,분위기,사내문화,positive
강요가 없다보니 일하기 싫어하는 사람들도 많고 더 일을 배우고자 하는 열정도 없었습니다. 회사가 너무 편하다보니 그런 열정이 없는 사람들이 많아 전반적으로 아쉬웠습니다.,열정,사내문화,negative
풀재택이후로 매우 만족중 앞으로도 재택 유지한다고 함 업무량은 부바부,재택,업무,positive
풀재택이후로 매우 만족중 앞으로도 재택 유지한다고 함 업무량은 부바부,업무량,업무,positive
연차별 연봉이 제각각임 잘하면 많이 받고 못하면 조금 받고,연봉,급여,negative
문화좋음 재택 장비지원 비포괄 높은수준의 개발자와 동료,문화,사내문화,positive
문화좋음 재택 장비지원 비포괄 높은수준의 개발자와 동료,재택,업무,positive
문화좋음 재택 장비지원 비포괄 높은수준의 개발자와 동료,지원,복지,positive
사업조직 리드 자격 모르겠음 업무분장 개념없음 리드가 실무모름,업무분장,업무,negative
"전면재택 팀바팀이엤지만 개인적인 분위기, 불필요한 것에 에너지 쏟지 않음 일을 위해 필요한 모든 것을 지원해줌 신입이든 경력이든 가리지 않고 원하는 사람에게 기회를 줌 업무시간 조정등 자율적인 분위기",재택,업무,positive
"전면재택 팀바팀이엤지만 개인적인 분위기, 불필요한 것에 에너지 쏟지 않음 일을 위해 필요한 모든 것을 지원해줌 신입이든 경력이든 가리지 않고 원하는 사람에게 기회를 줌 업무시간 조정등 자율적인 분위기",분위기,사내문화,positive
가이드가 없음. 아무도 가르쳐주지 않음 광야같음 알아서 해야됨,알아서,사내문화,negative
다양한 복지가 꽤 좋았었고 코로나 상태에서 직원들 챙겨주는 부분 좋고 자유로운 분위기 좋다,복지,복지,positive
다양한 복지가 꽤 좋았었고 코로나 상태에서 직원들 챙겨주는 부분 좋고 자유로운 분위기 좋다,분위기,사내문화,positive
자유로운 분위기 속에 일을 하는 프로세스가 답답한 부분도 많은것같음,프로세스,업무,negative
"본인이 하고싶은 업무, 해보고 싶은 업무가 있다면 다 손 대 볼 수 있음 기회는 무궁무진",기회,커리어,positive
프로젝트에 감놔라 배놔라 하는 사람이 너무 많고 위에서 정리가 안됨,정리,업무,negative
수평적 조직체계 업무에 대한 의사결정권이 담당자에게 있음. 재택근무,재택,업무,positive
팀별 업무 강도나 분위기가 매우 상이함 담당업무에 대한 책임감과 부담감이 높음,강도,업무,negative
좋은 복지를 많이 시행하려는 노력이 엿보인다. 문제가 생겼을때 누구 책임인가를 따지기 전에 문제 해결에 우선 노력하는 모습이 있다,복지,복지,positive
좋은 복지를 많이 시행하려는 노력이 엿보인다. 문제가 생겼을때 누구 책임인가를 따지기 전에 문제 해결에 우선 노력하는 모습이 있다,분위기,사내문화,positive
"일본 사람들과 협업해야 하는 것, 일본 시스템을 따라 써야 할때 어려움이 큰 편이다.",시스템,업무,negative
"열정있는 팀원들, 확실한 업무 역량 향상",열정,사내문화,positive
"열정있는 팀원들, 확실한 업무 역량 향상",역량,커리어,positive
네이버 계열사로 좋은 복지,복지,복지,positive
생각보다 워라벨이 좋지는 않습니다 오히려 야근이 많은 느낌,워라벨,업무,negative
개발 문화가 너무 좋음 대규모 서비스 경험 가능 재택 근무,문화,사내문화,positive
개발 문화가 너무 좋음 대규모 서비스 경험 가능 재택 근무,경험,커리어,positive
